17
229	115
228	24
42	209	0.828396
107	55	15.7126
192	157	14.2091
70	17	14.1222
125	245	9.24461
217	41	5.66582
14	170	9.97049
248	209	10.3989
240	130	4.81921
107	134	14.8423
242	151	6.2571
103	212	10.4587
63	110	11.4528
215	229	8.14851
40	71	10.4576
44	211	0.780986
71	231	8.95708
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
