23
19.141	35.774
40.659	13.844
0.144	4.3	1.0
27.021	5.637	1.0
26.266	35.834	1.0
16.827	29.726	1.0
12.912	3.911	1.0
24.853	29.99	1.0
32.091	0.141	1.0
12.759	27.887	1.0
3.131	25.12	1.0
33.065	20.922	1.0
24.146	11.202	1.0
15.863	17.264	1.0
35.767	38.874	1.0
5.983	28.715	1.0
18.608	21.727	1.0
27.818	13.124	1.0
17.936	0.482	1.0
38.966	6.782	1.0
5.313	39.476	1.0
28.328	38.1	1.0
23.786	38.972	1.0
38.099	0.764	1.0
7.4	36.557	1.0
0.821	0.79	0.774	0.768	0.733	0.702	0.823	0.883	0.876	0.729	0.849	0.848	0.808	0.848	0.882	0.835	0.751	0.897	0.706	0.853	0.826	0.805	0.735
