28
29.595	42.721
0.742	13.041
0.236	44.879	1.0
19.318	22.024	1.0
24.635	15.604	1.0
35.72	22.534	1.0
0.127	3.954	1.0
8.195	28.09	1.0
43.023	24.338	1.0
32.054	5.297	1.0
29.486	21.354	1.0
1.466	24.309	1.0
4.332	33.591	1.0
29.346	25.703	1.0
28.667	39.972	1.0
34.147	34.181	1.0
33.537	21.157	1.0
17.448	43.83	1.0
41.195	31.314	1.0
45.846	42.126	1.0
43.267	2.558	1.0
13.267	22.861	1.0
36.408	6.095	1.0
24.449	45.533	1.0
15.655	28.203	1.0
11.393	29.186	1.0
6.196	17.402	1.0
40.28	1.13	1.0
17.324	24.585	1.0
30.968	12.511	1.0
0.703	0.701	0.826	0.86	0.806	0.763	0.827	0.779	0.771	0.895	0.877	0.879	0.732	0.711	0.746	0.795	0.878	0.888	0.811	0.796	0.799	0.844	0.852	0.719	0.863	0.701	0.748	0.732
