24
31.98	35.683
21.423	25.439
37.698	10.813	1.0
21.5	41.98	1.0
29.414	34.084	1.0
30.481	27.792	1.0
12.266	31.487	1.0
29.538	9.385	1.0
0.556	22.435	1.0
39.834	1.854	1.0
9.562	3.225	1.0
21.338	37.33	1.0
21.245	3.463	1.0
15.427	37.661	1.0
34.998	3.289	1.0
0.212	17.371	1.0
16.449	2.026	1.0
9.03	31.37	1.0
20.515	28.393	1.0
35.86	15.981	1.0
29.023	22.939	1.0
32.884	0.371	1.0
34.507	42.138	1.0
12.628	17.339	1.0
5.815	12.126	1.0
16.018	16.975	1.0
0.834	0.759	0.897	0.896	0.813	0.853	0.706	0.857	0.733	0.888	0.745	0.775	0.82	0.799	0.766	0.898	0.863	0.704	0.856	0.897	0.755	0.878	0.807	0.801
