22
14.468	24.372
19.611	8.182
11.152	14.891	1.0
16.172	7.465	1.0
2.355	17.847	1.0
11.48	24.516	1.0
20.301	6.594	1.0
9.151	12.598	1.0
15.821	2.435	1.0
6.984	21.728	1.0
2.435	10.489	1.0
23.639	8.155	1.0
0.253	16.333	1.0
9.86	7.938	1.0
4.973	10.278	1.0
7.689	0.387	1.0
7.499	3.08	1.0
20.984	3.092	1.0
16.278	13.413	1.0
16.617	15.913	1.0
20.95	18.698	1.0
12.967	5.85	1.0
4.313	7.07	1.0
3.394	23.415	1.0
0.576	0.565	0.65	0.675	0.65	0.643	0.54	0.616	0.62	0.553	0.679	0.687	0.508	0.631	0.638	0.66	0.689	0.606	0.615	0.582	0.563	0.667
