29
51.305	28.406
25.304	59.365
8.263	7.208	1.0
56.082	33.618	1.0
7.825	50.105	1.0
51.757	49.542	1.0
32.465	14.88	1.0
1.851	56.392	1.0
39.004	14.815	1.0
50.074	1.977	1.0
19.885	21.583	1.0
27.039	45.004	1.0
23.1	31.53	1.0
65.422	47.414	1.0
27.971	22.194	1.0
50.897	26.62	1.0
13.719	36.744	1.0
34.857	6.115	1.0
24.317	42.841	1.0
24.341	60.679	1.0
24.643	16.646	1.0
64.145	57.26	1.0
40.618	8.027	1.0
25.298	9.993	1.0
14.525	28.559	1.0
1.208	10.659	1.0
44.198	6.102	1.0
21.679	25.734	1.0
43.925	14.413	1.0
27.281	41.339	1.0
55.853	50.593	1.0
0.857	0.765	0.874	0.872	0.711	0.858	0.717	0.779	0.754	0.852	0.833	0.839	0.718	0.726	0.738	0.873	0.855	0.713	0.871	0.836	0.806	0.721	0.748	0.763	0.841	0.829	0.824	0.813	0.812
