23
33.091	10.317
15.848	11.12
11.121	30.817	1.0
8.852	19.632	1.0
26.795	9.005	1.0
25.409	22.865	1.0
42.285	20.309	1.0
33.75	25.101	1.0
40.879	41.0	1.0
32.258	2.096	1.0
5.372	32.602	1.0
16.003	28.692	1.0
11.035	38.734	1.0
10.875	33.387	1.0
21.332	27.416	1.0
12.9	7.58	1.0
13.816	18.141	1.0
15.576	24.182	1.0
31.334	22.682	1.0
9.905	4.944	1.0
32.7	13.504	1.0
36.026	40.668	1.0
39.363	36.777	1.0
40.169	24.299	1.0
29.734	11.273	1.0
0.823	0.792	0.854	0.774	0.86	0.844	0.782	0.713	0.828	0.893	0.779	0.833	0.879	0.723	0.849	0.776	0.898	0.868	0.853	0.779	0.783	0.783	0.806
