22
36.636	7.632
15.991	36.542
2.086	33.299	1.0
21.65	16.956	1.0
37.914	9.165	1.0
28.626	23.905	1.0
7.439	31.672	1.0
32.616	6.839	1.0
13.028	1.487	1.0
41.375	35.436	1.0
35.981	21.586	1.0
39.824	13.667	1.0
27.065	27.292	1.0
4.547	1.23	1.0
17.865	37.116	1.0
36.61	27.356	1.0
16.495	34.3	1.0
26.651	13.093	1.0
2.007	30.33	1.0
25.698	19.543	1.0
25.022	25.26	1.0
16.37	12.621	1.0
19.068	32.738	1.0
27.566	40.845	1.0
0.591	0.515	0.505	0.507	0.557	0.588	0.631	0.674	0.656	0.504	0.615	0.57	0.534	0.668	0.514	0.56	0.664	0.696	0.688	0.634	0.564	0.667
