25
3.848	10.64
28.712	17.406
44.691	40.565	1.0
59.662	2.561	1.0
43.65	43.779	1.0
41.254	32.344	1.0
59.516	44.022	1.0
56.539	54.41	1.0
49.158	60.188	1.0
0.583	15.133	1.0
9.781	52.218	1.0
12.947	58.199	1.0
61.773	5.998	1.0
41.446	51.808	1.0
31.26	51.497	1.0
39.225	47.594	1.0
44.129	33.746	1.0
60.022	54.857	1.0
11.411	20.926	1.0
15.56	39.185	1.0
50.546	51.113	1.0
42.069	18.792	1.0
50.725	41.154	1.0
51.506	36.275	1.0
33.644	2.266	1.0
55.798	9.396	1.0
26.484	55.859	1.0
0.867	0.895	0.745	0.835	0.776	0.71	0.703	0.877	0.711	0.81	0.703	0.705	0.784	0.701	0.774	0.838	0.735	0.797	0.723	0.857	0.708	0.739	0.881	0.744	0.704
