20
61.124	81.817
17.297	84.621
75.879	88.891	1.0
69.235	17.854	1.0
62.114	17.866	1.0
80.016	84.763	1.0
58.689	20.034	1.0
47.409	46.564	1.0
44.227	14.583	1.0
72.305	57.667	1.0
67.431	52.811	1.0
64.377	31.303	1.0
25.073	71.701	1.0
75.158	46.678	1.0
92.487	35.959	1.0
45.891	16.53	1.0
38.058	69.455	1.0
48.265	90.633	1.0
47.01	12.987	1.0
5.32	43.573	1.0
31.525	50.246	1.0
9.875	51.441	1.0
0.774	0.864	0.848	0.777	0.747	0.726	0.845	0.733	0.834	0.71	0.743	0.792	0.846	0.875	0.73	0.81	0.728	0.707	0.824	0.723
