22
8.26	0.147
1.938	16.876
24.479	22.513	1.0
7.264	23.395	1.0
4.988	15.694	1.0
24.643	4.504	1.0
0.17	3.445	1.0
20.397	22.616	1.0
20.876	8.133	1.0
3.906	7.706	1.0
22.246	16.497	1.0
21.159	19.465	1.0
0.418	15.533	1.0
17.519	13.791	1.0
9.941	13.469	1.0
14.112	2.605	1.0
16.343	10.724	1.0
24.867	15.167	1.0
13.232	10.627	1.0
2.658	19.418	1.0
12.753	20.74	1.0
6.108	10.476	1.0
21.49	0.975	1.0
18.052	1.304	1.0
0.598	0.569	0.533	0.583	0.611	0.619	0.689	0.52	0.627	0.621	0.535	0.672	0.574	0.515	0.648	0.625	0.571	0.546	0.567	0.62	0.515	0.525
