20
48.742	77.89
94.984	54.043
10.693	77.144	1.0
5.263	21.473	1.0
19.496	81.738	1.0
88.283	52.412	1.0
28.617	20.325	1.0
27.249	88.177	1.0
93.281	66.961	1.0
82.977	62.979	1.0
63.641	47.357	1.0
86.536	62.435	1.0
77.506	23.869	1.0
89.914	1.77	1.0
90.885	6.577	1.0
51.815	13.702	1.0
84.683	52.118	1.0
31.566	38.003	1.0
17.167	60.165	1.0
86.619	86.899	1.0
71.114	18.481	1.0
15.414	41.318	1.0
0.794	0.772	0.885	0.81	0.774	0.886	0.796	0.838	0.712	0.732	0.786	0.878	0.858	0.754	0.743	0.754	0.725	0.818	0.828	0.715
