30
56.924	61.865
61.579	8.357
32.243	17.598	1.0
17.888	15.732	1.0
43.443	23.844	1.0
22.372	44.208	1.0
50.871	49.993	1.0
9.669	13.02	1.0
12.318	66.492	1.0
16.86	64.985	1.0
15.69	9.957	1.0
46.93	53.658	1.0
46.516	5.234	1.0
24.803	65.287	1.0
12.41	12.014	1.0
25.451	6.935	1.0
5.778	3.555	1.0
7.898	53.122	1.0
48.568	21.886	1.0
42.1	58.793	1.0
39.648	54.487	1.0
4.802	49.828	1.0
35.031	46.893	1.0
58.993	49.728	1.0
35.644	33.657	1.0
8.608	66.764	1.0
12.22	48.542	1.0
13.177	63.893	1.0
34.2	25.191	1.0
29.312	21.59	1.0
35.87	57.948	1.0
42.916	61.228	1.0
0.775	0.809	0.818	0.88	0.748	0.715	0.749	0.78	0.776	0.771	0.736	0.849	0.729	0.749	0.7	0.779	0.804	0.832	0.743	0.791	0.861	0.835	0.877	0.825	0.82	0.828	0.802	0.816	0.8	0.873
