30
0.928	29.033
17.365	27.725
34.633	66.808	1.0
52.092	3.609	1.0
9.824	4.868	1.0
5.208	42.956	1.0
38.506	46.609	1.0
13.846	52.481	1.0
23.512	43.009	1.0
30.486	50.234	1.0
61.189	54.683	1.0
40.445	37.874	1.0
15.836	36.786	1.0
29.182	22.831	1.0
31.739	53.92	1.0
58.304	14.907	1.0
17.673	24.692	1.0
53.879	60.449	1.0
27.933	10.424	1.0
34.331	2.508	1.0
22.827	3.534	1.0
40.213	4.849	1.0
20.716	61.777	1.0
13.25	65.557	1.0
38.987	13.749	1.0
53.131	36.556	1.0
10.476	28.515	1.0
12.243	36.321	1.0
64.73	21.039	1.0
15.888	30.725	1.0
12.251	33.266	1.0
33.569	15.487	1.0
0.759	0.899	0.764	0.896	0.864	0.733	0.823	0.733	0.772	0.73	0.881	0.87	0.704	0.839	0.799	0.884	0.844	0.719	0.831	0.808	0.781	0.716	0.726	0.749	0.834	0.81	0.892	0.764	0.883	0.794
