20
10.731	46.168
96.862	14.484
83.522	142.675	1.0
152.848	16.491	1.0
78.821	80.328	1.0
74.924	56.288	1.0
73.077	1.485	1.0
3.612	157.561	1.0
130.044	118.708	1.0
100.135	79.963	1.0
19.971	54.474	1.0
112.593	19.538	1.0
72.909	11.466	1.0
104.379	35.188	1.0
43.706	16.033	1.0
66.121	121.042	1.0
18.432	92.678	1.0
70.285	33.505	1.0
124.687	141.453	1.0
92.209	7.343	1.0
105.226	53.125	1.0
97.754	93.9	1.0
0.729	0.826	0.782	0.873	0.898	0.737	0.892	0.732	0.826	0.797	0.829	0.81	0.805	0.702	0.77	0.841	0.775	0.847	0.861	0.895
