29
12.843	45.053
16.429	61.05
24.234	9.369	1.0
48.433	9.543	1.0
3.755	64.089	1.0
43.312	6.926	1.0
48.496	5.376	1.0
55.338	20.727	1.0
26.81	16.013	1.0
47.447	20.861	1.0
41.143	49.14	1.0
10.385	61.984	1.0
5.233	56.407	1.0
30.568	12.859	1.0
49.322	12.436	1.0
11.392	39.361	1.0
42.518	2.368	1.0
14.855	34.579	1.0
54.519	35.736	1.0
40.66	9.984	1.0
61.795	49.806	1.0
49.893	33.928	1.0
25.091	66.367	1.0
6.907	37.177	1.0
32.645	9.274	1.0
6.361	10.443	1.0
26.341	11.873	1.0
0.138	1.622	1.0
12.77	32.768	1.0
52.635	38.522	1.0
34.196	65.751	1.0
0.873	0.835	0.807	0.788	0.814	0.807	0.861	0.814	0.874	0.77	0.719	0.746	0.879	0.872	0.756	0.705	0.854	0.748	0.868	0.838	0.87	0.785	0.875	0.754	0.793	0.853	0.813	0.711	0.719
