23
13.368	16.636
9.351	32.121
43.261	19.161	1.0
19.145	41.399	1.0
26.593	10.069	1.0
29.179	20.119	1.0
33.691	18.944	1.0
23.689	6.451	1.0
34.417	51.083	1.0
44.117	46.967	1.0
3.935	0.429	1.0
40.662	48.812	1.0
0.248	56.943	1.0
42.043	13.564	1.0
40.483	29.067	1.0
5.648	21.293	1.0
31.366	1.55	1.0
41.584	51.841	1.0
20.468	34.405	1.0
42.433	0.412	1.0
18.254	27.418	1.0
58.701	9.972	1.0
46.791	46.755	1.0
23.321	59.138	1.0
46.328	52.379	1.0
0.759	0.866	0.768	0.822	0.712	0.85	0.888	0.857	0.887	0.891	0.795	0.784	0.883	0.803	0.787	0.753	0.731	0.752	0.812	0.809	0.876	0.731	0.831
