29
38.126	11.58
15.814	28.144
51.76	3.69	1.0
53.338	11.689	1.0
32.349	39.937	1.0
18.284	55.198	1.0
19.567	7.33	1.0
2.596	45.499	1.0
29.585	36.103	1.0
21.368	45.957	1.0
31.954	31.061	1.0
16.68	49.887	1.0
5.968	16.459	1.0
34.062	43.375	1.0
29.394	50.732	1.0
44.164	55.84	1.0
20.246	51.333	1.0
36.803	35.889	1.0
7.563	32.947	1.0
26.654	27.487	1.0
26.894	40.677	1.0
51.587	51.136	1.0
48.217	7.374	1.0
1.952	42.027	1.0
12.639	10.595	1.0
3.074	18.277	1.0
46.201	20.356	1.0
8.97	20.756	1.0
41.377	32.72	1.0
42.359	20.664	1.0
56.238	48.185	1.0
0.752	0.728	0.881	0.894	0.833	0.899	0.765	0.84	0.705	0.731	0.793	0.786	0.867	0.733	0.875	0.738	0.876	0.865	0.841	0.896	0.889	0.768	0.867	0.747	0.825	0.732	0.856	0.88	0.872
