20
41.137	37.003
15.921	47.053
55.229	34.927	1.0
19.12	14.553	1.0
5.652	35.425	1.0
17.378	38.078	1.0
27.56	47.362	1.0
12.961	19.316	1.0
47.439	17.722	1.0
25.388	22.605	1.0
34.608	35.26	1.0
27.588	29.618	1.0
19.928	8.994	1.0
12.624	48.746	1.0
24.575	44.325	1.0
43.007	25.642	1.0
52.374	39.134	1.0
5.996	43.624	1.0
46.983	29.109	1.0
22.874	26.259	1.0
26.982	19.837	1.0
37.233	24.672	1.0
0.812	0.775	0.806	0.775	0.721	0.86	0.766	0.824	0.863	0.819	0.805	0.822	0.874	0.858	0.79	0.77	0.705	0.823	0.713	0.789
