25
41.385	21.562
43.775	36.605
27.176	9.103	1.0
11.312	7.859	1.0
18.331	39.459	1.0
0.069	13.149	1.0
47.263	27.836	1.0
33.024	34.728	1.0
26.889	39.196	1.0
50.227	14.578	1.0
32.001	4.448	1.0
45.039	18.439	1.0
31.705	46.938	1.0
38.229	19.734	1.0
20.965	40.921	1.0
43.7	30.824	1.0
50.508	27.944	1.0
39.452	16.709	1.0
11.471	19.556	1.0
38.364	52.114	1.0
34.517	29.696	1.0
4.683	11.228	1.0
25.756	34.725	1.0
23.549	0.023	1.0
18.478	21.989	1.0
10.505	32.646	1.0
1.983	2.924	1.0
0.895	0.867	0.758	0.723	0.868	0.773	0.852	0.886	0.784	0.725	0.813	0.716	0.861	0.731	0.834	0.787	0.81	0.87	0.826	0.845	0.734	0.854	0.767	0.873	0.77
