19
73	93
25	55
142	58	20.8062
291	50	7.07286
78	341	18.2493
252	85	9.27174
236	57	8.65408
76	242	12.7197
31	274	14.4945
79	128	4.66098
254	241	6.53961
67	143	5.41079
254	194	1.9595
239	263	6.55487
111	189	5.73218
1	192	17.3277
96	174	5.07469
248	189	1.65595
14	28	7.15774
277	27	6.45481
332	107	15.9543
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
