20
48	105
92	123
332	237	20.5541
42	115	4.49127
396	286	17.211
263	40	27.1641
117	324	29.4415
125	212	19.8328
356	324	9.25774
369	349	9.77305
66	252	26.1542
279	237	16.2189
384	46	25.9972
391	153	28.1359
318	99	8.51218
326	125	10.5586
177	174	23.4523
110	35	28.3482
129	131	14.7985
270	389	28.8193
244	286	23.225
341	356	8.81842
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
