18
8	130
13	289
226	67	1.96107
170	202	21.056
68	120	15.9965
94	254	1.93867
44	225	22.5916
242	15	16.4314
305	37	24.9891
4	125	2.13185
88	34	11.7439
228	72	1.87796
55	12	10.3523
311	302	45.7393
312	132	28.7161
243	200	7.27078
57	46	12.3283
231	216	7.53258
98	250	2.24384
117	124	18.3364
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
