24
53.682	18.0
4.046	22.45
24.563	43.949	1.0
22.261	46.435	1.0
26.437	57.575	1.0
8.755	42.033	1.0
28.568	48.616	1.0
11.225	55.444	1.0
3.85	30.465	1.0
36.682	1.119	1.0
27.51	24.097	1.0
25.069	41.134	1.0
27.12	19.0	1.0
8.221	53.765	1.0
14.62	23.275	1.0
24.09	31.38	1.0
39.747	43.756	1.0
7.065	21.972	1.0
31.328	24.186	1.0
2.812	27.483	1.0
35.985	60.28	1.0
49.006	5.973	1.0
4.216	43.204	1.0
33.691	25.354	1.0
56.075	23.141	1.0
53.917	8.171	1.0
0.85	0.722	0.856	0.762	0.781	0.822	0.772	0.719	0.807	0.742	0.845	0.862	0.893	0.818	0.831	0.84	0.838	0.841	0.746	0.764	0.848	0.803	0.779	0.84
