24
24.165	9.369
5.186	10.089
0.079	28.909	1.0
22.745	48.358	1.0
30.097	27.834	1.0
47.889	2.707	1.0
6.919	30.821	1.0
18.415	33.295	1.0
5.921	26.588	1.0
43.746	18.743	1.0
12.564	40.193	1.0
31.193	4.677	1.0
9.743	3.906	1.0
51.218	0.082	1.0
42.453	37.584	1.0
47.915	51.738	1.0
33.981	10.95	1.0
1.857	26.372	1.0
7.505	48.829	1.0
31.911	17.602	1.0
44.042	45.181	1.0
43.884	22.29	1.0
1.075	46.574	1.0
11.706	28.144	1.0
12.335	34.342	1.0
41.089	5.575	1.0
0.803	0.835	0.786	0.753	0.827	0.738	0.713	0.768	0.851	0.744	0.809	0.715	0.862	0.77	0.751	0.81	0.853	0.701	0.708	0.821	0.885	0.838	0.875	0.749
