22
1.337	26.887
10.72	27.004
9.859	12.762	1.0
26.263	19.191	1.0
26.041	0.83	1.0
15.513	11.436	1.0
7.072	9.816	1.0
8.476	2.846	1.0
30.762	3.285	1.0
17.207	8.853	1.0
12.21	1.916	1.0
24.975	6.215	1.0
28.651	31.88	1.0
10.561	15.199	1.0
19.344	13.871	1.0
7.328	30.172	1.0
17.344	26.963	1.0
13.532	32.763	1.0
1.821	4.074	1.0
27.705	15.696	1.0
5.306	6.913	1.0
22.175	11.573	1.0
22.2	32.265	1.0
4.344	3.702	1.0
0.507	0.596	0.546	0.594	0.537	0.513	0.502	0.608	0.533	0.663	0.581	0.662	0.532	0.512	0.531	0.697	0.675	0.652	0.571	0.645	0.505	0.665
