24
33.164	29.506
28.893	5.36
42.668	9.367	1.0
24.295	0.241	1.0
26.925	32.432	1.0
5.572	1.937	1.0
37.431	5.756	1.0
12.409	33.188	1.0
9.518	4.586	1.0
28.734	17.903	1.0
4.759	5.241	1.0
5.07	24.547	1.0
1.427	1.111	1.0
29.311	9.477	1.0
14.903	22.623	1.0
13.141	37.747	1.0
41.014	11.56	1.0
24.63	40.013	1.0
9.033	30.181	1.0
4.996	38.239	1.0
42.447	19.823	1.0
9.741	22.017	1.0
18.228	18.088	1.0
0.746	35.041	1.0
18.453	37.859	1.0
37.673	28.133	1.0
0.717	0.792	0.795	0.845	0.888	0.777	0.876	0.774	0.9	0.805	0.866	0.852	0.771	0.737	0.865	0.702	0.761	0.864	0.832	0.899	0.841	0.85	0.726	0.886
