34
44	659
847	39
1096	146	6.23752
451	196	14.4478
344	206	16.4697
414	541	13.5386
98	914	2.34756
914	692	18.3955
761	162	13.7873
553	868	5.73
552	127	18.789
785	403	4.10449
566	826	7.263
133	420	18.6932
267	678	20.463
913	1113	31.5079
637	675	21.8929
628	889	15.0832
82	922	2.3844
795	61	10.8408
851	921	20.828
1071	191	8.86534
157	948	12.6992
74	1077	24.6769
781	507	14.6768
965	598	16.9631
405	794	28.1031
917	243	22.9122
836	635	10.071
757	1077	23.7932
763	370	4.94305
207	577	13.9498
224	322	24.6696
112	778	25.0745
498	534	10.7994
78	243	32.0124
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
