27
47.17	3.012
39.966	36.051
0.286	18.672	1.0
8.12	40.999	1.0
22.324	29.273	1.0
0.106	4.762	1.0
18.977	10.734	1.0
0.777	53.287	1.0
30.627	28.952	1.0
19.124	15.811	1.0
47.539	33.1	1.0
32.163	14.372	1.0
25.218	26.668	1.0
37.91	19.37	1.0
23.038	7.014	1.0
52.311	17.83	1.0
49.649	9.017	1.0
31.012	35.826	1.0
40.291	10.678	1.0
46.026	10.459	1.0
40.892	18.878	1.0
30.885	10.987	1.0
22.533	25.918	1.0
46.348	41.571	1.0
7.809	32.815	1.0
37.448	9.502	1.0
32.175	5.489	1.0
27.627	4.159	1.0
26.174	19.386	1.0
0.889	0.812	0.808	0.884	0.859	0.825	0.809	0.825	0.891	0.84	0.854	0.777	0.879	0.817	0.856	0.734	0.839	0.741	0.823	0.804	0.783	0.747	0.703	0.772	0.834	0.87	0.838
