28
8.785	33.686
29.245	53.028
27.765	27.663	1.0
47.264	6.216	1.0
12.439	0.13	1.0
39.099	3.852	1.0
35.435	9.102	1.0
25.939	48.864	1.0
2.688	13.04	1.0
21.198	9.85	1.0
11.011	51.554	1.0
44.375	2.894	1.0
24.766	24.806	1.0
15.556	42.046	1.0
0.538	24.986	1.0
23.208	39.03	1.0
23.673	11.133	1.0
48.674	19.924	1.0
46.852	42.935	1.0
49.593	46.967	1.0
52.794	47.441	1.0
31.269	24.405	1.0
3.187	33.276	1.0
18.849	14.745	1.0
29.912	48.151	1.0
14.549	8.289	1.0
34.318	2.137	1.0
4.459	40.833	1.0
55.368	33.329	1.0
49.381	14.047	1.0
0.723	0.898	0.84	0.833	0.752	0.757	0.72	0.727	0.774	0.873	0.741	0.766	0.82	0.781	0.808	0.85	0.834	0.878	0.804	0.785	0.708	0.884	0.719	0.854	0.77	0.869	0.852	0.763
