24
14.918	51.478
18.764	47.838
8.659	4.344	1.0
38.349	3.534	1.0
15.914	12.491	1.0
15.629	26.408	1.0
31.019	36.355	1.0
55.801	0.172	1.0
11.057	55.193	1.0
39.279	47.777	1.0
22.763	2.39	1.0
37.53	50.848	1.0
56.017	45.764	1.0
40.765	23.357	1.0
1.431	38.416	1.0
39.717	32.095	1.0
28.299	25.303	1.0
12.547	42.627	1.0
18.455	11.148	1.0
56.519	39.509	1.0
9.809	51.52	1.0
15.605	55.729	1.0
13.668	9.7	1.0
60.301	7.865	1.0
41.453	17.765	1.0
22.458	45.239	1.0
0.725	0.818	0.715	0.761	0.732	0.893	0.804	0.811	0.716	0.829	0.872	0.886	0.866	0.871	0.88	0.776	0.727	0.729	0.757	0.701	0.746	0.784	0.87	0.808
