30
48.374	2.642
6.679	10.215
21.796	0.696	1.0
38.285	31.142	1.0
13.037	20.419	1.0
14.606	34.789	1.0
41.347	20.257	1.0
33.558	24.925	1.0
48.518	20.283	1.0
1.746	7.961	1.0
11.057	22.913	1.0
42.616	27.323	1.0
24.528	24.028	1.0
42.338	33.951	1.0
36.342	24.227	1.0
34.87	38.937	1.0
45.063	19.432	1.0
48.002	31.817	1.0
18.785	16.901	1.0
1.892	4.678	1.0
21.925	35.347	1.0
37.741	16.018	1.0
5.109	18.082	1.0
28.218	8.756	1.0
25.177	15.248	1.0
8.84	16.515	1.0
12.045	30.7	1.0
5.841	27.533	1.0
29.306	16.631	1.0
34.861	7.904	1.0
8.442	42.262	1.0
36.942	10.768	1.0
0.853	0.731	0.763	0.791	0.87	0.778	0.705	0.772	0.851	0.841	0.849	0.845	0.716	0.834	0.753	0.78	0.727	0.812	0.729	0.856	0.845	0.887	0.744	0.792	0.811	0.841	0.773	0.718	0.83	0.838
