19
24	137
100	360
230	343	25.0294
352	205	6.17647
307	222	16.1421
30	275	2.93867
237	14	21.0006
311	340	23.316
357	188	5.67944
46	223	17.9576
39	272	3.0578
33	53	8.20406
125	311	17.9366
17	68	7.35093
81	329	14.3008
16	321	16.7793
256	107	22.3664
197	258	23.4264
286	285	24.0819
284	42	20.1295
212	195	20.5369
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
