23
49.337	7.138
8.312	37.541
40.907	9.539	1.0
12.22	19.736	1.0
5.015	49.288	1.0
20.511	11.072	1.0
57.418	26.979	1.0
30.814	34.665	1.0
43.645	50.229	1.0
46.132	38.785	1.0
44.469	3.866	1.0
0.209	28.809	1.0
14.6	56.423	1.0
54.177	0.406	1.0
7.852	10.207	1.0
50.39	45.833	1.0
10.663	25.308	1.0
10.624	37.768	1.0
2.635	4.197	1.0
57.745	23.128	1.0
21.34	57.723	1.0
38.18	57.167	1.0
39.161	19.772	1.0
39.061	17.0	1.0
2.602	20.329	1.0
0.827	0.857	0.79	0.727	0.842	0.863	0.846	0.867	0.711	0.886	0.772	0.814	0.884	0.828	0.747	0.878	0.78	0.71	0.819	0.793	0.706	0.761	0.84
