26
58.83	25.092
43.009	58.326
17.76	20.257	1.0
60.82	10.249	1.0
36.571	42.122	1.0
0.395	52.35	1.0
49.357	35.144	1.0
21.238	1.573	1.0
22.752	8.664	1.0
14.983	25.297	1.0
27.495	39.092	1.0
20.045	8.561	1.0
14.084	56.037	1.0
10.239	52.726	1.0
41.87	39.09	1.0
24.755	6.307	1.0
35.317	26.059	1.0
21.667	28.614	1.0
20.075	61.619	1.0
35.474	6.47	1.0
1.088	12.636	1.0
50.777	25.321	1.0
62.41	53.716	1.0
51.518	2.243	1.0
37.626	13.751	1.0
38.88	20.513	1.0
36.587	1.896	1.0
23.003	3.542	1.0
0.734	0.765	0.797	0.851	0.702	0.763	0.841	0.818	0.859	0.874	0.877	0.775	0.814	0.778	0.817	0.746	0.817	0.861	0.72	0.871	0.834	0.891	0.786	0.866	0.703	0.857
