32
645	537
210	358
1011	91	48.7814
1007	636	35.5338
918	532	6.18246
430	223	12.0757
720	516	30.8712
849	204	35.366
501	57	20.1359
387	163	14.6712
352	822	39.79
948	879	9.74091
276	151	15.4749
407	256	13.6202
866	765	32.0581
966	904	11.4251
132	351	29.8892
450	265	15.8808
547	785	60.352
252	864	38.1899
272	647	66.3179
920	271	31.9655
494	464	31.0036
563	66	19.0431
637	1015	71.0186
344	168	16.0449
846	313	33.5641
300	185	14.5923
865	110	33.4318
954	976	24.0047
824	879	46.6434
927	519	6.24491
969	743	37.8644
528	544	26.4011
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
