27
21.155	44.788
40.241	12.598
30.09	4.875	1.0
38.681	13.566	1.0
28.078	29.071	1.0
43.486	35.301	1.0
31.495	45.703	1.0
51.271	52.034	1.0
10.342	51.319	1.0
22.503	40.594	1.0
43.187	39.643	1.0
9.275	47.595	1.0
28.99	23.865	1.0
25.087	51.028	1.0
14.225	46.309	1.0
32.772	12.869	1.0
7.736	6.357	1.0
15.939	40.735	1.0
26.979	22.088	1.0
35.58	0.108	1.0
38.731	52.599	1.0
22.662	21.887	1.0
29.491	34.162	1.0
46.247	3.257	1.0
54.356	9.548	1.0
50.022	30.211	1.0
13.51	16.823	1.0
2.111	9.304	1.0
31.399	42.322	1.0
0.735	0.865	0.705	0.866	0.733	0.857	0.797	0.857	0.81	0.868	0.851	0.893	0.816	0.771	0.724	0.851	0.722	0.778	0.793	0.748	0.817	0.802	0.76	0.838	0.765	0.776	0.76
