25
10.516	3.98
6.225	61.757
13.444	22.26	1.0
36.27	7.107	1.0
40.217	45.331	1.0
8.545	35.325	1.0
0.239	5.644	1.0
50.725	38.703	1.0
15.077	45.587	1.0
12.905	31.759	1.0
32.394	23.312	1.0
39.405	10.442	1.0
15.2	37.214	1.0
40.079	24.122	1.0
58.448	24.825	1.0
49.896	5.659	1.0
18.979	10.808	1.0
23.616	42.239	1.0
11.279	13.855	1.0
4.017	5.962	1.0
45.18	36.917	1.0
47.502	55.156	1.0
54.124	31.952	1.0
30.295	15.843	1.0
29.011	41.507	1.0
33.118	1.486	1.0
13.653	2.267	1.0
0.837	0.87	0.73	0.782	0.858	0.824	0.744	0.769	0.774	0.874	0.836	0.865	0.764	0.756	0.878	0.702	0.807	0.764	0.889	0.722	0.899	0.884	0.755	0.855	0.839
