27
7.241	24.96
17.37	54.283
2.935	41.978	1.0
4.634	38.785	1.0
39.119	35.08	1.0
18.765	11.356	1.0
53.978	37.849	1.0
15.362	27.192	1.0
38.067	15.751	1.0
44.362	40.875	1.0
51.317	4.136	1.0
2.839	35.825	1.0
11.362	19.724	1.0
1.115	39.795	1.0
40.06	46.022	1.0
42.769	2.649	1.0
9.628	39.807	1.0
51.578	16.963	1.0
7.091	27.419	1.0
17.946	45.96	1.0
37.928	12.05	1.0
4.826	29.289	1.0
44.721	27.965	1.0
37.051	54.429	1.0
28.463	28.066	1.0
44.807	49.91	1.0
34.212	51.705	1.0
3.362	52.262	1.0
29.001	17.772	1.0
0.766	0.742	0.882	0.857	0.802	0.713	0.728	0.883	0.86	0.775	0.864	0.837	0.765	0.884	0.82	0.767	0.833	0.869	0.843	0.824	0.871	0.808	0.76	0.8	0.771	0.81	0.793
