19
360	156
232	175
112	62	1.55212
66	323	5.72205
265	353	11.4258
118	54	1.40969
350	316	8.80664
349	148	2.7034
360	81	13.5738
156	194	5.64868
105	117	6.23821
241	52	1.19576
130	255	1.76464
56	354	3.72535
328	268	5.88167
237	63	2.18534
218	7	8.97131
132	219	4.20736
125	245	1.15682
261	211	5.53379
14	157	17.5066
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
