20
59.391	36.863
127.078	11.746
27.125	4.403	1.0
128.341	106.979	1.0
59.026	28.684	1.0
16.634	70.51	1.0
50.643	123.088	1.0
144.091	63.044	1.0
96.286	16.325	1.0
151.333	38.205	1.0
9.842	135.074	1.0
15.718	10.5	1.0
101.858	3.133	1.0
60.148	44.177	1.0
27.695	7.908	1.0
120.056	113.219	1.0
33.991	59.023	1.0
91.014	136.402	1.0
66.649	106.885	1.0
54.985	58.25	1.0
33.82	129.313	1.0
126.649	144.092	1.0
0.727	0.76	0.791	0.772	0.816	0.817	0.713	0.77	0.791	0.749	0.869	0.847	0.865	0.875	0.8	0.818	0.885	0.836	0.736	0.861
