25
5.378	13.45
43.745	35.227
3.436	5.918	1.0
41.385	9.623	1.0
40.403	2.884	1.0
20.686	9.242	1.0
5.897	33.043	1.0
32.063	26.764	1.0
0.096	6.024	1.0
17.101	13.658	1.0
8.578	11.968	1.0
37.331	21.808	1.0
4.22	19.07	1.0
43.602	19.006	1.0
13.603	31.104	1.0
22.276	11.497	1.0
5.731	4.065	1.0
18.375	2.899	1.0
14.443	11.891	1.0
35.174	25.41	1.0
2.774	23.212	1.0
13.011	8.171	1.0
27.092	18.121	1.0
22.386	5.931	1.0
9.678	33.95	1.0
41.346	30.122	1.0
18.69	42.811	1.0
0.853	0.717	0.806	0.853	0.89	0.767	0.842	0.794	0.761	0.782	0.865	0.884	0.789	0.716	0.716	0.865	0.792	0.736	0.871	0.798	0.722	0.819	0.776	0.884	0.727
