32
909	125
313	508
1010	464	35.6072
524	899	19.1572
497	360	17.722
424	722	21.1142
897	44	21.6859
411	78	50.4187
327	994	4.97492
537	311	15.4788
821	94	18.5218
606	104	55.1339
946	234	32.9471
833	1024	57.2657
228	932	17.7457
745	838	9.01402
709	842	9.128
83	203	40.65
948	356	34.3437
314	929	10.3723
338	1016	6.76503
760	485	54.3035
101	796	42.1024
103	26	38.2413
468	974	23.2779
347	952	10.1889
602	808	30.6228
296	1000	9.06026
202	347	22.7356
400	503	11.5931
269	421	21.2342
725	815	7.55598
438	485	8.70985
353	775	26.413
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
