27
3.128	16.037
33.295	6.783
51.595	17.98	1.0
52.129	33.361	1.0
26.832	36.487	1.0
30.679	43.646	1.0
54.76	25.485	1.0
19.7	49.593	1.0
51.984	38.976	1.0
5.663	19.253	1.0
19.738	45.489	1.0
34.586	35.495	1.0
21.853	26.437	1.0
35.093	53.16	1.0
16.253	17.592	1.0
4.339	21.518	1.0
28.112	24.171	1.0
25.768	28.265	1.0
46.917	49.994	1.0
29.873	8.018	1.0
31.584	47.566	1.0
5.592	31.841	1.0
14.968	40.256	1.0
9.583	7.51	1.0
23.216	29.89	1.0
41.156	46.961	1.0
10.372	53.186	1.0
14.892	9.644	1.0
50.012	50.865	1.0
0.804	0.835	0.783	0.721	0.89	0.785	0.744	0.762	0.853	0.789	0.86	0.701	0.784	0.899	0.815	0.767	0.795	0.731	0.865	0.827	0.784	0.854	0.816	0.874	0.846	0.741	0.833
