32
667	281
155	869
977	51	15.3606
121	976	25.7886
121	904	18.9317
816	478	22.6619
315	664	29.9586
534	51	48.6667
921	95	22.4872
610	225	26.4998
679	973	3.32655
857	272	20.2565
370	872	29.5442
734	902	30.9469
687	967	3.79379
71	834	28.5233
961	626	60.156
469	347	31.3028
272	748	36.3722
278	83	68.9174
765	246	22.4198
828	539	22.2622
120	753	36.9671
652	115	44.8932
812	299	19.2913
861	966	52.0235
623	304	15.7116
167	215	61.7286
232	880	26.3766
334	960	29.1473
1014	33	15.8468
536	403	33.6221
642	930	17.0948
344	479	59.2494
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
