27
28.595	9.362
25.397	16.413
45.569	17.271	1.0
26.108	5.623	1.0
10.45	26.63	1.0
35.526	16.189	1.0
45.043	13.468	1.0
18.77	40.112	1.0
0.726	19.236	1.0
9.221	15.849	1.0
0.545	6.084	1.0
41.551	40.568	1.0
23.708	39.446	1.0
16.799	26.292	1.0
37.681	1.341	1.0
21.705	42.553	1.0
12.672	15.415	1.0
35.363	21.037	1.0
2.814	13.37	1.0
38.592	10.595	1.0
21.211	22.894	1.0
4.395	16.619	1.0
14.501	20.299	1.0
25.256	43.494	1.0
7.197	35.337	1.0
36.731	25.216	1.0
27.699	21.582	1.0
18.777	10.606	1.0
12.44	2.54	1.0
0.785	0.893	0.87	0.867	0.892	0.856	0.803	0.749	0.846	0.768	0.86	0.755	0.748	0.812	0.739	0.834	0.776	0.898	0.755	0.848	0.809	0.897	0.888	0.803	0.783	0.762	0.736
