27
1.629	17.842
2.493	34.968
1.98	29.485	1.0
3.606	1.099	1.0
28.096	35.475	1.0
3.805	45.387	1.0
25.242	21.642	1.0
29.214	17.532	1.0
39.219	15.296	1.0
29.348	11.524	1.0
19.209	43.427	1.0
36.485	32.677	1.0
21.891	1.319	1.0
19.568	0.254	1.0
28.57	0.006	1.0
5.198	3.164	1.0
34.66	16.865	1.0
1.907	21.541	1.0
44.344	22.229	1.0
38.003	11.135	1.0
14.098	11.741	1.0
27.041	19.315	1.0
2.877	38.083	1.0
12.814	39.37	1.0
37.275	4.881	1.0
23.729	5.348	1.0
41.282	2.468	1.0
4.091	31.159	1.0
41.919	9.532	1.0
0.872	0.791	0.874	0.876	0.761	0.896	0.762	0.784	0.884	0.82	0.739	0.72	0.877	0.792	0.865	0.707	0.712	0.882	0.806	0.723	0.899	0.767	0.866	0.764	0.795	0.898	0.762
