27
14.217	56.801
61.964	12.039
48.179	35.313	1.0
49.334	49.035	1.0
42.354	47.091	1.0
39.302	19.857	1.0
25.522	38.612	1.0
16.723	62.682	1.0
27.975	39.732	1.0
38.278	23.607	1.0
23.414	54.783	1.0
12.221	60.066	1.0
20.761	16.799	1.0
44.336	33.443	1.0
40.645	40.317	1.0
3.362	61.411	1.0
36.938	15.448	1.0
29.607	46.457	1.0
62.908	14.685	1.0
14.377	31.246	1.0
40.935	60.541	1.0
48.352	8.682	1.0
29.974	37.844	1.0
45.735	48.149	1.0
53.035	51.663	1.0
62.566	33.01	1.0
26.332	18.236	1.0
12.626	57.318	1.0
43.96	37.757	1.0
0.7	0.849	0.845	0.724	0.768	0.835	0.741	0.85	0.882	0.764	0.701	0.756	0.844	0.75	0.848	0.786	0.86	0.707	0.732	0.894	0.8	0.731	0.884	0.758	0.779	0.808	0.851
