28
8.795	31.58
4.424	12.689
22.808	8.365	1.0
2.02	21.917	1.0
5.481	26.647	1.0
6.906	16.206	1.0
22.854	13.225	1.0
38.674	14.894	1.0
10.238	18.356	1.0
21.462	34.773	1.0
13.461	35.52	1.0
1.056	13.721	1.0
44.938	0.134	1.0
16.682	21.408	1.0
26.565	13.014	1.0
4.931	31.426	1.0
46.891	5.19	1.0
1.541	7.606	1.0
30.209	29.052	1.0
27.277	1.178	1.0
10.438	2.889	1.0
19.761	44.471	1.0
34.835	26.882	1.0
35.659	39.891	1.0
16.039	15.171	1.0
40.094	42.128	1.0
12.972	4.863	1.0
30.386	22.114	1.0
27.997	8.987	1.0
37.443	6.897	1.0
0.836	0.847	0.792	0.747	0.755	0.758	0.701	0.84	0.84	0.896	0.852	0.703	0.767	0.852	0.751	0.764	0.763	0.768	0.862	0.721	0.842	0.716	0.759	0.869	0.839	0.708	0.749	0.836
