18
230	275
111	295
61	124	10.3537
243	314	2.10101
311	217	9.01594
33	224	5.04126
84	296	5.09452
269	295	2.74289
207	308	5.12227
2	219	4.51047
234	100	2.88659
254	315	1.71573
123	110	2.17273
16	60	8.00347
112	111	1.81201
209	266	2.57617
59	50	8.4846
280	23	11.7683
231	123	3.78277
259	118	4.88349
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
