20
141.667	97.355
113.725	71.771
100.735	31.964	1.0
73.637	156.907	1.0
14.068	17.346	1.0
35.964	139.556	1.0
53.923	17.611	1.0
79.753	128.11	1.0
78.433	142.497	1.0
14.604	53.533	1.0
122.9	105.887	1.0
97.752	87.148	1.0
72.122	144.87	1.0
26.197	67.242	1.0
146.863	154.175	1.0
91.459	19.519	1.0
55.347	55.599	1.0
76.324	145.575	1.0
144.355	71.678	1.0
81.527	88.492	1.0
79.972	37.452	1.0
55.327	21.486	1.0
0.804	0.775	0.85	0.765	0.745	0.796	0.823	0.821	0.804	0.833	0.871	0.743	0.804	0.725	0.764	0.733	0.776	0.831	0.819	0.828
