27
15.588	42.009
9.625	32.339
17.369	43.188	1.0
34.77	11.264	1.0
16.411	16.672	1.0
1.952	21.209	1.0
31.524	5.459	1.0
18.388	11.342	1.0
28.59	2.629	1.0
45.419	41.524	1.0
41.511	42.473	1.0
26.194	44.823	1.0
43.783	9.788	1.0
30.921	24.97	1.0
39.523	23.531	1.0
13.006	8.595	1.0
32.445	44.129	1.0
28.264	15.212	1.0
10.49	2.139	1.0
13.709	21.868	1.0
10.058	7.177	1.0
2.528	26.674	1.0
34.724	20.575	1.0
23.856	36.064	1.0
32.811	29.365	1.0
20.221	16.097	1.0
9.515	25.463	1.0
25.355	32.089	1.0
4.446	40.505	1.0
0.859	0.782	0.823	0.766	0.791	0.703	0.7	0.802	0.879	0.849	0.84	0.774	0.876	0.885	0.733	0.774	0.836	0.866	0.9	0.898	0.708	0.705	0.85	0.874	0.728	0.876	0.896
