23
39.883	16.972
25.145	3.853
36.335	39.678	1.0
49.948	5.115	1.0
41.138	18.101	1.0
43.507	25.15	1.0
2.498	12.162	1.0
29.686	48.375	1.0
50.243	36.151	1.0
27.622	30.959	1.0
17.052	26.936	1.0
38.859	41.31	1.0
22.542	28.73	1.0
21.373	6.883	1.0
31.524	50.407	1.0
11.348	2.943	1.0
29.38	25.369	1.0
19.409	24.128	1.0
37.3	48.605	1.0
45.121	39.454	1.0
47.192	45.373	1.0
0.318	32.103	1.0
38.951	10.653	1.0
18.269	0.018	1.0
4.873	8.316	1.0
0.82	0.726	0.712	0.873	0.893	0.773	0.846	0.852	0.761	0.796	0.702	0.72	0.822	0.81	0.717	0.763	0.779	0.726	0.766	0.735	0.726	0.735	0.887
