29
43.346	10.899
17.237	56.283
1.182	12.559	1.0
20.515	36.326	1.0
5.538	29.258	1.0
56.54	43.4	1.0
11.624	51.193	1.0
16.167	37.125	1.0
51.094	52.074	1.0
23.907	48.05	1.0
29.364	11.925	1.0
1.109	38.97	1.0
45.554	41.052	1.0
0.922	22.56	1.0
23.837	56.355	1.0
51.996	14.466	1.0
49.792	41.543	1.0
41.286	51.234	1.0
26.434	0.886	1.0
38.272	20.998	1.0
1.228	54.76	1.0
17.185	23.06	1.0
49.101	19.751	1.0
14.971	54.803	1.0
50.461	32.265	1.0
13.772	20.479	1.0
21.774	42.504	1.0
5.203	17.651	1.0
52.948	49.891	1.0
2.927	29.682	1.0
17.818	45.691	1.0
0.736	0.738	0.733	0.767	0.894	0.792	0.84	0.726	0.782	0.795	0.775	0.852	0.753	0.709	0.831	0.748	0.709	0.869	0.706	0.849	0.839	0.861	0.8	0.814	0.777	0.756	0.716	0.826	0.722
