28
22.03	29.623
14.108	28.673
17.446	34.53	1.0
0.334	39.173	1.0
29.368	40.011	1.0
17.755	1.263	1.0
8.369	32.671	1.0
33.777	34.31	1.0
17.421	43.294	1.0
41.635	7.379	1.0
36.004	3.041	1.0
4.349	25.82	1.0
33.662	30.389	1.0
45.619	14.66	1.0
13.279	13.284	1.0
2.862	31.424	1.0
19.845	33.543	1.0
26.32	2.755	1.0
39.184	37.62	1.0
29.872	0.225	1.0
37.747	30.924	1.0
13.601	17.11	1.0
38.739	13.504	1.0
22.046	9.034	1.0
13.611	24.41	1.0
3.351	7.298	1.0
29.858	30.937	1.0
37.282	44.026	1.0
11.746	31.741	1.0
44.939	10.17	1.0
0.809	0.713	0.894	0.808	0.891	0.893	0.802	0.893	0.754	0.737	0.874	0.874	0.72	0.848	0.767	0.789	0.887	0.728	0.839	0.771	0.77	0.843	0.81	0.819	0.753	0.71	0.81	0.873
