24
9.995	8.82
58.286	54.737
17.664	43.973	1.0
32.394	33.053	1.0
26.134	4.991	1.0
23.337	14.799	1.0
17.426	29.109	1.0
16.591	31.721	1.0
43.335	24.297	1.0
56.163	31.942	1.0
35.417	20.966	1.0
53.599	57.043	1.0
20.252	44.723	1.0
36.006	56.584	1.0
3.104	50.901	1.0
15.494	46.169	1.0
11.523	44.284	1.0
22.674	57.727	1.0
48.666	46.657	1.0
25.976	53.4	1.0
36.104	5.054	1.0
11.407	15.775	1.0
57.764	51.369	1.0
52.111	59.718	1.0
38.658	6.325	1.0
13.794	27.977	1.0
0.799	0.863	0.782	0.833	0.844	0.869	0.8	0.772	0.816	0.843	0.738	0.856	0.766	0.72	0.721	0.792	0.709	0.78	0.855	0.791	0.863	0.814	0.78	0.727
