26
23.99	41.449
12.286	41.681
6.178	51.056	1.0
46.108	7.415	1.0
32.8	2.475	1.0
2.278	25.304	1.0
46.884	43.331	1.0
29.456	40.714	1.0
41.091	41.948	1.0
32.765	40.297	1.0
22.185	13.206	1.0
23.616	28.121	1.0
31.083	14.693	1.0
30.285	53.058	1.0
41.566	24.848	1.0
19.013	0.671	1.0
1.914	42.648	1.0
39.699	29.485	1.0
6.254	42.525	1.0
6.264	18.811	1.0
41.416	3.351	1.0
35.252	21.088	1.0
49.2	13.461	1.0
28.154	25.781	1.0
20.586	35.621	1.0
2.901	48.581	1.0
46.962	21.339	1.0
33.504	32.565	1.0
0.776	0.803	0.761	0.895	0.788	0.781	0.784	0.774	0.794	0.831	0.749	0.707	0.857	0.842	0.729	0.817	0.741	0.771	0.752	0.816	0.751	0.893	0.739	0.78	0.828	0.707
