24
42.202	39.385
27.839	50.316
44.57	5.942	1.0
11.425	46.341	1.0
33.699	19.471	1.0
45.976	24.036	1.0
35.667	35.282	1.0
7.958	37.87	1.0
29.371	35.774	1.0
11.699	23.822	1.0
9.086	20.454	1.0
51.753	8.65	1.0
15.352	45.02	1.0
22.703	43.172	1.0
28.751	25.57	1.0
30.787	20.038	1.0
20.334	29.064	1.0
12.109	12.524	1.0
35.235	2.786	1.0
15.017	17.282	1.0
23.398	21.712	1.0
35.978	30.259	1.0
23.133	16.904	1.0
28.235	30.742	1.0
22.779	11.198	1.0
15.519	37.067	1.0
0.758	0.823	0.799	0.788	0.825	0.739	0.791	0.765	0.741	0.862	0.751	0.77	0.831	0.85	0.856	0.786	0.745	0.823	0.719	0.796	0.875	0.897	0.754	0.818
