27
51.113	54.139
25.389	20.32
29.655	20.005	1.0
61.928	16.945	1.0
31.871	8.098	1.0
0.482	59.833	1.0
7.153	44.196	1.0
20.278	53.412	1.0
27.903	54.193	1.0
45.353	59.222	1.0
48.328	8.633	1.0
49.05	57.886	1.0
34.185	48.835	1.0
14.593	38.245	1.0
21.122	25.535	1.0
1.964	48.666	1.0
10.65	6.253	1.0
2.458	52.101	1.0
16.841	32.599	1.0
13.487	44.339	1.0
1.913	44.325	1.0
36.843	3.4	1.0
5.807	25.781	1.0
3.374	63.584	1.0
12.101	39.973	1.0
57.495	64.268	1.0
14.89	49.523	1.0
36.567	7.619	1.0
26.273	64.416	1.0
0.715	0.849	0.772	0.731	0.859	0.799	0.867	0.721	0.795	0.815	0.803	0.776	0.722	0.855	0.897	0.83	0.791	0.709	0.817	0.844	0.835	0.733	0.749	0.732	0.801	0.77	0.838
