25
25.019	38.034
49.508	1.237
31.467	14.236	1.0
30.941	19.2	1.0
23.672	28.664	1.0
46.912	4.181	1.0
36.416	9.955	1.0
33.964	29.077	1.0
26.637	6.907	1.0
51.933	49.682	1.0
24.533	44.725	1.0
33.55	10.117	1.0
13.577	26.418	1.0
24.691	12.73	1.0
9.033	28.209	1.0
23.363	5.955	1.0
38.874	33.497	1.0
28.031	41.6	1.0
27.363	30.567	1.0
27.174	18.916	1.0
38.377	25.08	1.0
24.569	34.805	1.0
7.72	10.466	1.0
35.759	42.213	1.0
31.853	52.945	1.0
28.441	13.013	1.0
13.621	36.232	1.0
0.87	0.892	0.708	0.856	0.799	0.769	0.829	0.879	0.706	0.791	0.831	0.707	0.842	0.792	0.712	0.758	0.757	0.732	0.745	0.788	0.752	0.804	0.846	0.783	0.812
