24
5.41	29.523
30.214	24.17
22.676	29.951	1.0
38.745	38.152	1.0
21.07	14.519	1.0
13.401	19.117	1.0
23.021	34.222	1.0
12.901	27.397	1.0
1.721	9.702	1.0
9.13	35.821	1.0
28.22	36.009	1.0
7.031	11.661	1.0
18.821	40.016	1.0
26.04	14.764	1.0
14.901	10.819	1.0
17.43	25.346	1.0
24.422	31.925	1.0
39.1	41.874	1.0
6.107	43.03	1.0
21.965	5.523	1.0
31.119	21.429	1.0
41.59	41.134	1.0
26.349	34.307	1.0
39.099	14.146	1.0
8.257	33.438	1.0
30.587	17.31	1.0
0.811	0.895	0.859	0.771	0.886	0.884	0.806	0.763	0.776	0.882	0.734	0.701	0.71	0.81	0.84	0.724	0.713	0.782	0.838	0.719	0.786	0.781	0.847	0.862
