30
38.312	52.622
22.739	29.663
38.447	8.179	1.0
26.645	21.793	1.0
28.773	20.094	1.0
24.035	28.606	1.0
32.645	6.666	1.0
33.235	44.764	1.0
23.369	0.52	1.0
54.137	15.329	1.0
7.842	19.053	1.0
47.157	10.867	1.0
51.82	52.054	1.0
46.242	35.201	1.0
44.402	9.363	1.0
1.61	4.047	1.0
12.973	50.802	1.0
36.404	57.275	1.0
56.494	39.014	1.0
45.195	14.003	1.0
2.502	25.767	1.0
38.642	49.692	1.0
4.243	23.433	1.0
15.68	14.617	1.0
8.317	1.212	1.0
9.001	37.514	1.0
3.601	20.966	1.0
51.434	55.563	1.0
12.356	22.23	1.0
18.997	37.355	1.0
20.253	30.497	1.0
2.276	29.632	1.0
0.811	0.82	0.895	0.759	0.715	0.848	0.895	0.899	0.888	0.897	0.872	0.891	0.704	0.892	0.761	0.833	0.9	0.835	0.778	0.732	0.755	0.887	0.815	0.785	0.735	0.74	0.754	0.715	0.769	0.705
