25
15.283	23.242
31.253	41.8
38.155	52.795	1.0
44.555	17.177	1.0
51.269	13.572	1.0
18.355	46.168	1.0
17.216	27.945	1.0
45.151	42.911	1.0
5.325	48.735	1.0
51.801	19.204	1.0
58.477	44.994	1.0
23.197	56.968	1.0
47.875	47.051	1.0
20.241	4.265	1.0
34.622	30.72	1.0
54.227	41.241	1.0
52.101	49.133	1.0
42.058	29.502	1.0
51.591	44.453	1.0
10.007	34.082	1.0
24.813	54.569	1.0
14.462	5.255	1.0
20.302	31.634	1.0
13.4	61.298	1.0
26.673	60.556	1.0
14.015	31.694	1.0
14.561	0.483	1.0
0.82	0.71	0.81	0.74	0.713	0.759	0.733	0.746	0.838	0.822	0.702	0.811	0.857	0.853	0.767	0.862	0.738	0.714	0.807	0.782	0.726	0.853	0.771	0.751	0.77
