30
3.675	37.272
0.474	24.101
31.485	7.814	1.0
34.765	36.991	1.0
17.041	46.296	1.0
21.845	13.764	1.0
42.493	48.235	1.0
39.361	45.292	1.0
4.925	19.928	1.0
1.117	41.993	1.0
28.37	31.138	1.0
30.037	20.215	1.0
14.278	5.754	1.0
42.287	43.516	1.0
33.735	39.544	1.0
19.146	35.95	1.0
22.28	9.414	1.0
1.3	39.487	1.0
39.117	38.453	1.0
4.695	10.959	1.0
3.472	24.917	1.0
11.494	36.959	1.0
47.51	29.011	1.0
48.256	32.114	1.0
32.862	32.496	1.0
35.63	22.114	1.0
8.538	17.969	1.0
34.412	0.957	1.0
28.883	34.375	1.0
35.923	45.738	1.0
41.204	28.464	1.0
43.582	25.173	1.0
0.78	0.82	0.895	0.838	0.747	0.862	0.719	0.829	0.89	0.86	0.819	0.77	0.789	0.836	0.832	0.786	0.818	0.86	0.893	0.836	0.892	0.752	0.834	0.864	0.886	0.809	0.815	0.834	0.83	0.891
